stock_id,name,market,industry,isin,listed_date,is_emerging
8087.TWO,麗升能源,上櫃,綠能環保,TW0008087008,2004/02/25,0
8088.TWO,品安,上櫃,半導體業,TW0008088006,2004/02/27,0
8089.TWO,康全電訊,上櫃,通信網路業,TW0008089004,2020/09/23,0
8091.TWO,翔名,上櫃,半導體業,TW0008091000,2004/06/24,0
8092.TWO,建暐,上櫃,其他電子業,TW0008092008,2004/02/02,0
8093.TWO,保銳,上櫃,電子零組件業,TW0008093006,2004/12/31,0
8096.TWO,擎亞,上櫃,電子通路業,TW0008096009,2004/07/15,0
8097.TWO,常珵,上櫃,通信網路業,TW0008097007,2004/03/01,0
8098.TWO,慶康科技,興櫃,半導體業,TW0008098005,2023/10/31,1
8099.TWO,大世科,上櫃,資訊服務業,TW0008099003,2004/03/29,0
8101.TW,華冠,上市,通信網路業,TW0008101007,2004/07/01,0
8102.TWO,傑霖科技,上櫃,半導體業,TW0008102005,2025/12/22,0
8103.TW,瀚荃,上市,電子零組件業,TW0008103003,2009/09/29,0
8104.TW,錸寶,上市,光電業,TW0008104001,2019/01/17,0
8105.TW,凌巨,上市,光電業,TW0008105008,2006/12/27,0
8107.TWO,大億金茂,上櫃,電機機械,TW0008107004,2005/11/15,0
8109.TWO,博大,上櫃,電子零組件業,TW0008109000,2005/03/22,0
8110.TW,華東,上市,半導體業,TW0008110008,2007/10/31,0
8111.TWO,立碁,上櫃,光電業,TW0008111006,2004/02/09,0
8112.TW,至上,上市,電子通路業,TW0008112004,2007/12/31,0
8114.TW,振樺電,上市,電腦及週邊設備業,TW0008114000,2012/11/26,0
8119.TWO,公信,興櫃,電腦及週邊設備業,TW0008119009,2017/07/04,1
8121.TWO,越峰,上櫃,電子零組件業,TW0008121005,2005/02/17,0
8131.TW,福懋科,上市,半導體業,TW0008131004,2007/11/29,0
8147.TWO,正淩,上櫃,電子零組件業,TW0008147000,2013/04/30,0
8150.TW,南茂,上市,半導體業,TW0008150004,2014/04/11,0
8155.TWO,博智,上櫃,電子零組件業,TW0008155003,2012/12/18,0
8162.TW,微矽電子-創,上市,半導體業,TW0008162009,2024/03/07,0
8163.TW,達方,上市,電腦及週邊設備業,TW0008163007,2007/11/28,0
8171.TWO,天宇,上櫃,綠能環保,TW0008171000,2011/12/19,0
8176.TWO,智捷,上櫃,通信網路業,TW0008176009,2013/06/25,0
8182.TWO,加高,上櫃,電子零組件業,TW0008182007,2006/05/25,0
8183.TWO,精星,上櫃,其他電子業,TW0008183005,2005/03/30,0
8201.TW,無敵,上市,其他電子業,TW0008201005,2007/10/29,0
8210.TW,勤誠,上市,電腦及週邊設備業,TW0008210006,2011/12/01,0
8213.TW,志超,上市,電子零組件業,TW0008213000,2009/12/25,0
8215.TW,明基材,上市,光電業,TW0008215005,2010/11/12,0
8222.TW,寶一,上市,電機機械,TW0008222001,2015/01/27,0
8227.TWO,巨有科技,上櫃,半導體業,TW0008227000,2022/12/20,0
8234.TWO,新漢,上櫃,電腦及週邊設備業,TW0008234006,2007/06/07,0
8240.TWO,華宏,上櫃,光電業,TW0008240003,2005/06/23,0
8249.TW,菱光,上市,電子零組件業,TW0008249004,2005/05/17,0
8255.TWO,朋程,上櫃,電機機械,TW0008255001,2006/04/25,0
8261.TW,富鼎,上市,半導體業,TW0008261009,2009/12/11,0
8271.TW,宇瞻,上市,半導體業,TW0008271008,2010/12/29,0
8272.TWO,全景軟體,上櫃,資訊服務業,TW0008272006,2024/10/23,0
8277.TWO,商丞,上櫃,半導體業,TW0008277005,2004/12/27,0
8279.TWO,生展,上櫃,生技醫療業,TW0008279001,2016/09/26,0
8284.TWO,三竹,上櫃,資訊服務業,TW0008284001,2020/05/18,0
8289.TWO,泰藝,上櫃,電子零組件業,TW0008289000,2008/04/24,0
8291.TWO,尚茂,上櫃,電子零組件業,TW0008291006,2011/11/29,0
8298.TWO,威睿,興櫃,資訊服務業,TW0008298001,2018/03/28,1
8299.TWO,群聯,上櫃,半導體業,TW0008299009,2004/12/06,0
8329.TWO,台視,興櫃,文化創意業,TW0008329004,2007/09/06,1
8341.TW,日友,上市,綠能環保,TW0008341009,2015/03/23,0
8342.TWO,益張,上櫃,其他業,TW0008342007,2017/11/23,0
8345.TWO,超秦,興櫃,農業科技業,TW0008345000,2025/06/18,1
8349.TWO,恒耀,上櫃,鋼鐵工業,TW0008349002,2006/03/10,0
8354.TWO,冠好,上櫃,其他業,TW0008354002,2004/04/15,0
8358.TWO,金居,上櫃,電子零組件業,TW0008358003,2010/09/27,0
8359.TWO,錢櫃,興櫃,觀光餐旅,TW0008359001,2012/05/03,1
8367.TW,建新國際,上市,航運業,TW0008367004,2018/09/12,0
8374.TW,羅昇,上市,電機機械,TW0008374000,2008/12/25,0
8383.TWO,千附,上櫃,半導體業,TW0008383001,2004/09/10,0
8390.TWO,金益鼎,上櫃,綠能環保,TW0008390006,2008/05/21,0
8401.TWO,白紗科,上櫃,其他業,TW0008401001,2010/03/29,0
8403.TWO,盛弘,上櫃,生技醫療業,TW0008403007,2011/03/01,0
8404.TW,百和興業-KY,上市,其他業,KYG684631016,2011/05/18,0
8409.TWO,商之器,上櫃,生技醫療業,TW0008409004,2013/11/25,0
8410.TWO,森田,上櫃,電腦及週邊設備業,TW0008410002,2011/02/23,0
8411.TW,福貞-KY,上市,其他業,KYG525911072,2011/11/01,0
8415.TWO,大國鋼,上櫃,鋼鐵工業,TW0008415001,2016/09/07,0
8416.TWO,實威,上櫃,資訊服務業,TW0008416009,2012/09/19,0
8421.TWO,旭源,上櫃,其他業,TW0008421009,2012/11/23,0
8422.TW,可寧衛*,上市,綠能環保,TW0008422007,2011/10/05,0
8423.TWO,保綠-KY,上櫃,綠能環保,KYG715991074,2012/03/14,0
8424.TWO,惠普,上櫃,建材營造業,TW0008424003,2012/12/18,0
8426.TWO,紅木-KY,上櫃,其他業,KYG7457N1051,2011/12/13,0
8429.TW,金麗-KY,上市,貿易百貨業,KYG513871015,2012/12/20,0
8431.TWO,匯鑽科,上櫃,其他電子業,TW0008431008,2015/03/30,0
8432.TWO,東生華,上櫃,生技醫療業,TW0008432006,2012/04/30,0
8433.TWO,弘帆,上櫃,居家生活,TW0008433004,2012/12/19,0
8435.TWO,鉅邁,上櫃,其他業,TW0008435009,2012/12/28,0
8436.TWO,大江,上櫃,生技醫療業,TW0008436007,2013/09/12,0
8437.TWO,大地-KY,上櫃,其他業,KYG2615N1051,2015/05/06,0
8438.TW,昶昕,上市,綠能環保,TW0008438003,2022/03/11,0
8440.TWO,綠電,上櫃,綠能環保,TW0008440009,2018/03/28,0
8442.TW,威宏-KY,上市,其他業,KYG981151015,2016/11/08,0
8443.TW,阿瘦,上市,貿易百貨業,TW0008443003,2014/09/15,0
8444.TWO,綠河-KY,上櫃,其他業,KYG409691006,2015/10/27,0
8446.TWO,華研,上櫃,文化創意業,TW0008446006,2013/12/19,0
8450.TWO,霹靂,上櫃,文化創意業,TW0008450008,2014/10/07,0
8454.TW,富邦媒,上市,數位雲端,TW0008454000,2014/12/19,0
8455.TWO,大拓-KY,上櫃,其他電子業,KYG264101034,2016/01/08,0
8458.TWO,影一,興櫃,文化創意業,TW0008458001,2014/10/27,1
8462.TW,柏文,上市,運動休閒,TW0008462003,2019/03/15,0
8463.TW,潤泰材,上市,其他業,TW0008463001,2015/07/13,0
8464.TW,億豐,上市,居家生活,TW0008464009,2015/12/22,0
8466.TW,美吉吉-KY,上市,其他業,KYG332481087,2016/11/01,0
8467.TW,波力-KY,上市,運動休閒,KYG144971044,2015/12/15,0
8472.TWO,夠麻吉,上櫃,數位雲端,TW0008472002,2016/01/11,0
8473.TW,山林水,上市,綠能環保,TW0008473000,2016/09/08,0
8476.TW,台境*,上市,綠能環保,TW0008476003,2023/10/31,0
8477.TWO,創業家,上櫃,數位雲端,TW0008477001,2025/08/25,0
8478.TW,東哥遊艇,上市,運動休閒,TW0008478009,2017/12/11,0
8481.TW,政伸,上市,其他業,TW0008481003,2017/02/24,0
8482.TW,商億-KY,上市,居家生活,KYG806341015,2018/08/15,0
8487.TW,愛爾達-創,上市,數位雲端,TW0008487000,2024/03/26,0
8488.TW,吉源-KY,上市,其他業,KYG5140K1085,2016/12/13,0
8489.TWO,三貝德,上櫃,其他業,TW0008489006,2017/04/27,0
8499.TW,鼎炫-KY,上市,其他電子業,KYG8923R1002,2017/11/24,0
8905.TWO,裕國,上櫃,其他業,TW0008905001,1996/01/31,0
8906.TWO,花王,上櫃,其他業,TW0008906009,1996/04/23,0
8908.TWO,欣雄,上櫃,油電燃氣業,TW0008908005,1997/02/14,0
8916.TWO,光隆,上櫃,其他業,TW0008916008,1999/04/20,0
8917.TWO,欣泰,上櫃,油電燃氣業,TW0008917006,1999/05/06,0
8921.TWO,沈氏,上櫃,其他業,TW0008921008,2000/03/21,0
8923.TWO,時報,上櫃,文化創意業,TW0008923004,1999/12/27,0
8924.TWO,大田,上櫃,運動休閒,TW0008924002,2000/02/09,0
8926.TW,台汽電,上市,油電燃氣業,TW0008926007,2003/08/25,0
8927.TWO,北基,上櫃,油電燃氣業,TW0008927005,2000/11/02,0
8928.TWO,鉅明,上櫃,運動休閒,TW0008928003,2001/02/02,0
8929.TWO,富堡,上櫃,其他業,TW0008929001,2000/11/30,0
8930.TWO,青鋼,上櫃,鋼鐵工業,TW0008930009,2000/12/06,0
8931.TWO,大汽電,上櫃,油電燃氣業,TW0008931007,2001/05/10,0
8932.TWO,智通*,上櫃,數位雲端,TW0008932005,2001/03/29,0
8933.TWO,愛地雅,上櫃,運動休閒,TW0008933003,2001/03/28,0
8935.TWO,邦泰,上櫃,其他業,TW0008935008,2002/03/26,0
8936.TWO,國統,上櫃,其他業,TW0008936006,2002/09/09,0
8937.TWO,合騏*,上櫃,其他業,TW0008937004,2002/10/29,0
8938.TWO,明安,上櫃,運動休閒,TW0008938002,2002/12/02,0
8940.TW,新天地,上市,觀光餐旅,TW0008940008,2009/05/15,0
8941.TWO,關中,上櫃,居家生活,TW0008941006,2003/01/20,0
8942.TWO,森鉅,上櫃,其他業,TW0008942004,2003/05/16,0
8996.TW,高力,上市,電機機械,TW0008996000,2014/02/14,0
8999.TWO,台灣積層,興櫃,其他業,TW0008999004,2025/01/10,1
9802.TW,鈺齊-KY,上市,運動休閒,KYG368891068,2012/10/18,0
9902.TW,台火,上市,其他業,TW0009902007,1964/07/14,0
9904.TW,寶成,上市,運動休閒,TW0009904003,1990/01/19,0
9905.TW,大華,上市,其他業,TW0009905000,1990/08/08,0
9906.TW,欣巴巴,上市,建材營造業,TW0009906008,1990/12/15,0
9907.TW,統一實,上市,其他業,TW0009907006,1991/01/29,0
9908.TW,大台北,上市,油電燃氣業,TW0009908004,1991/02/06,0
9910.TW,豐泰,上市,運動休閒,TW0009910000,1992/02/18,0
9911.TW,櫻花,上市,居家生活,TW0009911008,1992/07/16,0
9912.TW,偉聯,上市,電腦及週邊設備業,TW0009912006,1992/08/08,0
9914.TW,美利達,上市,運動休閒,TW0009914002,1992/09/30,0
9917.TW,中保科,上市,其他業,TW0009917005,1993/12/08,0
9918.TW,欣天然,上市,油電燃氣業,TW0009918003,1994/04/26,0
9919.TW,康那香,上市,其他業,TW0009919001,1994/11/04,0
9921.TW,巨大,上市,運動休閒,TW0009921007,1994/12/29,0
9924.TW,福興,上市,居家生活,TW0009924001,1995/03/15,0
9925.TW,新保,上市,其他業,TW0009925008,1995/12/09,0
9926.TW,新海,上市,油電燃氣業,TW0009926006,1998/04/08,0
9927.TW,泰銘,上市,其他業,TW0009927004,1999/03/12,0
9928.TW,中視,上市,其他業,TW0009928002,1999/08/09,0
9929.TW,秋雨,上市,其他業,TW0009929000,1999/06/28,0
9930.TW,中聯資源,上市,綠能環保,TW0009930008,1999/11/22,0
9931.TW,欣高,上市,油電燃氣業,TW0009931006,2000/03/21,0
9933.TW,中鼎,上市,其他業,TW0009933002,1993/05/28,0
9934.TW,成霖,上市,居家生活,TW0009934000,2000/09/11,0
9935.TW,慶豐富,上市,居家生活,TW0009935007,2000/09/11,0
9937.TW,全國,上市,油電燃氣業,TW0009937003,2000/09/11,0
9938.TW,百和,上市,其他業,TW0009938001,2001/01/12,0
9939.TW,宏全,上市,其他業,TW0009939009,2001/03/02,0
9940.TW,信義,上市,其他業,TW0009940007,2001/09/17,0
9941.TW,裕融,上市,其他業,TW0009941005,2001/09/17,0
9942.TW,茂順,上市,其他業,TW0009942003,2002/01/28,0
9943.TW,好樂迪,上市,觀光餐旅,TW0009943001,2002/08/26,0
9944.TW,新麗,上市,其他業,TW0009944009,2002/08/26,0
9945.TW,潤泰新,上市,其他業,TW0009945006,1992/04/30,0
9946.TW,三發地產,上市,建材營造業,TW0009946004,2013/09/17,0
9949.TWO,琉園,上櫃,文化創意業,TW0009949008,2003/11/21,0
9950.TWO,萬國通,上櫃,塑膠工業,TW0009950006,2004/02/17,0
9951.TWO,皇田,上櫃,電機機械,TW0009951004,2003/12/18,0
9955.TW,佳龍,上市,綠能環保,TW0009955005,2008/01/21,0
9957.TWO,燁聯,興櫃,鋼鐵工業,TW0009957001,2003/01/03,1
9958.TW,世紀鋼,上市,鋼鐵工業,TW0009958009,2008/03/12,0
9960.TWO,邁達康,上櫃,運動休閒,TW0009960005,2004/12/06,0
9962.TWO,有益,上櫃,鋼鐵工業,TW0009962001,2006/07/10,0
