stock_id,name,market,industry,isin,listed_date,is_emerging
6863.TW,永道-KY,上市,通信網路業,KYG0478A1031,2023/03/21,0
6864.TWO,元樟生技,興櫃,生技醫療業,TW0006864002,2021/12/29,1
6865.TWO,偉康科技,上櫃,數位雲端,TW0006865009,2023/01/11,0
6867.TWO,坦德科技,興櫃,光電業,TW0006867005,2022/06/23,1
6868.TWO,采威國際,興櫃,資訊服務業,TW0006868003,2022/01/13,1
6869.TW,雲豹能源,上市,綠能環保,TW0006869001,2024/06/19,0
6870.TWO,騰雲,上櫃,數位雲端,TW0006870009,2023/09/14,0
6872.TWO,浩宇生醫,上櫃,生技醫療業,TW0006872005,2025/03/07,0
6873.TW,泓德能源,上市,綠能環保,TW0006873003,2024/09/26,0
6874.TWO,倍力,上櫃,資訊服務業,TW0006874001,2022/12/14,0
6875.TWO,國邑*,上櫃,生技醫療業,TW0006875008,2024/03/26,0
6876.TWO,朗齊生醫*,興櫃,生技醫療業,TW0006876006,2024/01/18,1
6877.TWO,鏵友益,上櫃,其他電子業,TW0006877004,2023/06/16,0
6878.TWO,歐付寶,興櫃,金融保險業,TW0006878002,2022/03/17,1
6879.TWO,大江基因,興櫃,生技醫療業,TW0006879000,2022/05/25,1
6881.TWO,潤德,上櫃,其他業,TW0006881006,2024/05/21,0
6882.TWO,甲尚,興櫃,資訊服務業,TW0006882004,2022/04/26,1
6883.TWO,微電能源,興櫃,綠能環保,TW0006883002,2024/07/19,1
6884.TWO,海柏特,上櫃,資訊服務業,TW0006884000,2025/12/17,0
6885.TW,全福生技,上市,生技醫療業,TW0006885007,2024/12/16,0
6886.TWO,遠東生技,興櫃,食品工業,TW0006886005,2023/04/27,1
6887.TW,寶綠特-KY,上市,綠能環保,KYG1462B1077,2025/03/10,0
6890.TW,來億-KY,上市,運動休閒,KYG5353T1013,2024/06/12,0
6891.TWO,樂迦再生,興櫃,生技醫療業,TW0006891005,2022/07/12,1
6892.TWO,台寶生醫,興櫃,生技醫療業,TW0006892003,2022/09/07,1
6894.TWO,衛司特,上櫃,綠能環保,TW0006894009,2023/11/29,0
6895.TWO,宏碩系統,上櫃,半導體業,TW0006895006,2023/08/22,0
6898.TWO,程曦資訊,興櫃,資訊服務業,TW0006898000,2022/09/30,1
6899.TWO,創為精密,上櫃,光電業,TW0006899008,2024/04/08,0
6901.TW,鑽石投資,上市,其他業,TW0006901002,2023/09/19,0
6902.TW,GOGOLOOK,上市,數位雲端,TW0006902000,2025/05/16,0
6903.TWO,巨漢,上櫃,其他電子業,TW0006903008,2024/06/12,0
6904.TWO,伯鑫,上櫃,其他業,TW0006904006,2023/12/05,0
6906.TW,現觀科,上市,數位雲端,TW0006906001,2024/01/15,0
6907.TWO,雅特力-KY,上櫃,半導體業,KYG0511A1022,2026/01/29,0
6908.TW,宏碁遊戲-創,上市,電子通路業,TW0006908007,2026/03/25,0
6909.TW,創控,上市,半導體業,TW0006909005,2025/05/21,0
6910.TWO,德鴻,上櫃,數位雲端,TW0006910003,2025/12/11,0
6911.TWO,群運,興櫃,其他業,TW0006911001,2022/10/20,1
6912.TWO,益鈞環科*,興櫃,綠能環保,TW0006912009,2022/10/19,1
6913.TWO,鴻呈,上櫃,電子零組件業,TW0006913007,2024/10/01,0
6914.TW,阜爾運通,上市,其他業,TW0006914005,2024/05/03,0
6915.TWO,美強光,興櫃,電子零組件業,TW0006915002,2022/11/03,1
6916.TW,華凌,上市,光電業,TW0006916000,2023/12/05,0
6917.TWO,竟天,興櫃,生技醫療業,TW0006917008,2023/01/12,1
6918.TW,愛派司,上市,生技醫療業,TW0006918006,2025/06/10,0
6919.TW,康霈*,上市,生技醫療業,TW0006919004,2024/10/02,0
6920.TWO,恆勁科技,興櫃,半導體業,TW0006920002,2023/01/10,1
6921.TW,嘉雨思-創,上市,半導體業,TW0006921000,2025/12/23,0
6922.TWO,宸曜,上櫃,電腦及週邊設備業,TW0006922008,2023/11/09,0
6923.TW,中台,上市,綠能環保,TW0006923006,2024/09/25,0
6924.TW,榮惠-KY創,上市,電子零組件業,KYG2954S1030,2024/12/03,0
6925.TWO,意藍,上櫃,數位雲端,TW0006925001,2025/05/28,0
6926.TWO,聖安生醫,興櫃,生技醫療業,TW0006926009,2022/11/25,1
6927.TWO,聯合聚晶,興櫃,半導體業,TW0006927007,2023/05/26,1
6928.TW,攸泰科技,上市,電腦及週邊設備業,TW0006928005,2024/05/16,0
6929.TWO,佑全,上櫃,生技醫療業,TW0006929003,2024/03/28,0
6931.TW,青松健康,上市,生技醫療業,TW0006931009,2025/01/15,0
6932.TWO,水星生醫*,興櫃,生技醫療業,TW0006932007,2022/12/23,1
6933.TW,AMAX-KY,上市,電腦及週邊設備業,KYG0249M1050,2023/11/08,0
6934.TW,心誠鎂,上市,生技醫療業,TW0006934003,2026/02/02,0
6935.TWO,王子製藥,興櫃,食品工業,TW0006935000,2023/03/29,1
6936.TW,永鴻生技,上市,生技醫療業,TW0006936008,2025/04/28,0
6937.TW,天虹,上市,半導體業,TW0006937006,2023/12/12,0
6938.TWO,藍新資訊,興櫃,資訊服務業,TW0006938004,2024/01/23,1
6939.TWO,啟弘生技,興櫃,生技醫療業,TW0006939002,2023/05/15,1
6940.TWO,格斯科技*,興櫃,電子零組件業,TW0006940000,2023/05/12,1
6944.TW,兆聯實業,上市,綠能環保,TW0006944002,2025/05/28,0
6945.TWO,圓祥生技,上櫃,生技醫療業,TW0006945009,2026/06/05,0
6946.TWO,三地能源,興櫃,綠能環保,TW0006946007,2024/10/07,1
6947.TWO,台鎔科技,興櫃,綠能環保,TW0006947005,2023/07/21,1
6949.TW,沛爾生醫-創,上市,生技醫療業,TW0006949001,2024/03/08,0
6951.TW,青新-創,上市,綠能環保,TW0006951007,2024/06/18,0
6952.TW,大武山,上市,其他業,TW0006952005,2024/06/13,0
6953.TWO,家碩,上櫃,半導體業,TW0006953003,2024/05/13,0
6955.TW,邦睿生技-創,上市,生技醫療業,TW0006955008,2024/12/06,0
6957.TW,裕慶-KY,上市,其他業,KYG4631S1003,2024/06/25,0
6958.TW,日盛台駿,上市,其他業,TW0006958002,2024/08/20,0
6959.TWO,兆捷科技,興櫃,化學工業,TW0006959000,2023/07/13,1
6961.TWO,旅天下,上櫃,觀光餐旅,TW0006961006,2026/01/22,0
6962.TW,奕力-KY,上市,半導體業,KYG4977T1004,2024/11/26,0
6963.TWO,品元,興櫃,食品工業,TW0006963002,2023/06/28,1
6965.TW,中傑-KY,上市,運動休閒,KYG2124U1031,2025/03/07,0
6967.TWO,汎瑋材料,上櫃,電子零組件業,TW0006967003,2024/09/25,0
6968.TWO,萬達寵物,上櫃,居家生活,TW0006968001,2024/08/14,0
6969.TW,成信實業*-創,上市,綠能環保,TW0006969009,2024/09/09,0
6971.TWO,惠民實業,上櫃,綠能環保,TW0006971005,2025/10/02,0
6972.TWO,博瑞達應材,興櫃,化學工業,TW0006972003,2024/11/29,1
6973.TWO,永立榮,興櫃,生技醫療業,TW0006973001,2023/07/20,1
6976.TWO,育世博-KY,興櫃,生技醫療業,KYG0073G1091,2023/08/08,1
6977.TWO,聯純,興櫃,綠能環保,TW0006977002,2023/09/25,1
6979.TWO,勝釩,興櫃,光電業,TW0006979008,2024/05/27,1
6980.TWO,鐳洋科技,興櫃,通信網路業,TW0006980006,2023/08/02,1
6982.TWO,大井泵浦,上櫃,電機機械,TW0006982002,2024/12/18,0
6983.TWO,華洋精機,上櫃,其他電子業,TW0006983000,2026/05/25,0
6984.TWO,ACPAY,興櫃,數位雲端,TW0006984008,2023/10/20,1
6986.TWO,和迅,興櫃,生技醫療業,TW0006986003,2023/11/29,1
6987.TWO,寶晶能源*,興櫃,綠能環保,TW0006987001,2024/08/26,1
6988.TW,威力暘-創,上市,汽車工業,TW0006988009,2024/10/23,0
6990.TWO,華鉬,興櫃,綠能環保,TW0006990005,2023/11/16,1
6994.TW,富威電力,上市,綠能環保,TW0006994007,2025/01/15,0
6995.TWO,野獸國,興櫃,其他業,TW0006995004,2025/01/21,1
6996.TWO,力領科技,上櫃,半導體業,TW0006996002,2024/12/10,0
6997.TWO,博弘,上櫃,數位雲端,TW0006997000,2024/12/16,0
6999.TWO,瀚醫生技,興櫃,生技醫療業,TW0006999006,2024/07/31,1
7402.TWO,邑錡,上櫃,光電業,TW0007402000,2015/12/29,0
7419.TWO,達勝,興櫃,電子零組件業,TW0007419004,2019/09/25,1
7427.TWO,華上生醫,興櫃,生技醫療業,TW0007427007,2021/07/08,1
7443.TWO,凡事康,興櫃,其他業,TW0007443004,2016/02/15,1
7455.TWO,樺緯物聯,興櫃,電腦及週邊設備業,TW0007455008,2025/01/10,1
7507.TWO,環拓科技,興櫃,綠能環保,TW0007507B10,2020/03/20,1
7516.TWO,清淨海,興櫃,其他業,TW0007516B19,2018/12/24,1
7530.TWO,鋒魁科技,興櫃,半導體業,TW0007530B11,2021/11/24,1
7547.TWO,碩網,上櫃,數位雲端,TW0007547B12,2025/07/29,0
7551.TWO,知識科技,興櫃,數位雲端,TW0007551B15,2019/12/12,1
7556.TWO,意德士,上櫃,半導體業,TW0007556B10,2020/10/30,0
7558.TWO,群利,興櫃,其他業,TW0007558B18,2021/05/03,1
7561.TWO,光晟生技,興櫃,生技醫療業,TW0007561B13,2020/07/06,1
7562.TWO,博來科技,興櫃,電腦及週邊設備業,TW0007562B12,2023/11/13,1
7566.TWO,亞果遊艇,興櫃,觀光餐旅,TW0007566B18,2020/07/01,1
7575.TWO,安美得,興櫃,生技醫療業,TW0007575B17,2022/06/24,1
7578.TWO,利百景,興櫃,其他業,TW0007578B14,2022/09/12,1
7583.TWO,國際海洋,興櫃,綠能環保,TW0007583B17,2023/09/26,1
7584.TWO,樂意,上櫃,文化創意業,TW0007584B16,2024/07/25,0
7590.TWO,怡和國際,興櫃,其他業,TW0007590B18,2022/03/02,1
7595.TWO,世基生醫,興櫃,生技醫療業,TW0007595B13,2020/12/22,1
7607.TWO,通用幹細胞*,興櫃,生技醫療業,TW0007607004,2023/05/25,1
7610.TW,聯友金屬-創,上市,綠能環保,TW0007610B14,2025/09/09,0
7631.TW,聚賢研發-創,上市,其他電子業,TW0007631B19,2025/03/13,0
7642.TWO,昶瑞機電,上櫃,電機機械,TW0007642B16,2025/05/22,0
7669.TWO,碩正科技,興櫃,半導體業,TW0007669B14,2025/11/27,1
7689.TWO,大鵬科CLMX,興櫃,通信網路業,TW0007689B10,2025/10/03,1
7702.TWO,前端風電,興櫃,綠能環保,TW0007702003,2023/10/17,1
7703.TWO,銳澤,上櫃,其他電子業,TW0007703001,2024/11/13,0
7704.TWO,明遠精密,上櫃,半導體業,TW0007704009,2024/12/16,0
7705.TW,三商餐飲,上市,觀光餐旅,TW0007705006,2024/11/26,0
7706.TWO,宏碁創達,興櫃,其他業,TW0007706004,2023/12/25,1
7707.TWO,益芯科,興櫃,半導體業,TW0007707002,2023/12/05,1
7708.TWO,全家餐飲,上櫃,觀光餐旅,TW0007708000,2024/11/15,0
7709.TWO,榮田,上櫃,電機機械,TW0007709008,2025/02/25,0
7710.TWO,東擎科技,興櫃,電腦及週邊設備業,TW0007710006,2025/10/28,1
7711.TW,永擎,上市,電腦及週邊設備業,TW0007711004,2025/11/19,0
7712.TWO,博盛半導體,上櫃,半導體業,TW0007712002,2024/12/26,0
7713.TWO,威力德生醫,上櫃,生技醫療業,TW0007713000,2025/02/24,0
7714.TWO,創泓科技,上櫃,數位雲端,TW0007714008,2025/01/15,0
7715.TWO,裕山,上櫃,綠能環保,TW0007715005,2025/01/15,0
7716.TWO,昱臺國際,上櫃,航運業,TW0007716003,2025/10/28,0
7717.TWO,萊德光電-KY,上櫃,通信網路業,KYG5486D1060,2025/11/17,0
7718.TWO,友鋮,上櫃,電機機械,TW0007718009,2025/03/18,0
7719.TWO,碳基,興櫃,其他業,TW0007719007,2023/11/23,1
7721.TW,微程式,上市,數位雲端,TW0007721003,2025/07/29,0
7722.TW,LINEPAY,上市,數位雲端,TW0007722001,2024/12/05,0
7723.TWO,築間,上櫃,觀光餐旅,TW0007723009,2025/04/30,0
7724.TWO,諾亞克,興櫃,生技醫療業,TW0007724007,2024/08/15,1
7725.TWO,列特博,興櫃,生技醫療業,TW0007725004,2023/12/22,1
7726.TWO,暄達,興櫃,生技醫療業,TW0007726002,2024/02/27,1
7728.TWO,光焱科技,上櫃,其他電子業,TW0007728008,2025/03/06,0
7729.TWO,仲恩生醫,興櫃,生技醫療業,TW0007729006,2024/03/11,1
7730.TW,暉盛-創,上市,半導體業,TW0007730004,2025/11/04,0
7731.TWO,火星生技*,興櫃,食品工業,TW0007731002,2024/02/05,1
7732.TW,金興精密,上市,汽車工業,TW0007732000,2025/01/14,0
7734.TWO,印能科技,上櫃,半導體業,TW0007734006,2025/02/26,0
7735.TWO,台智雲,興櫃,資訊服務業,TW0007735003,2026/05/29,1
7736.TW,虎山,上市,汽車工業,TW0007736001,2025/03/18,0
7737.TWO,凱鈿,興櫃,數位雲端,TW0007737009,2025/02/05,1
7738.TWO,東聯互動,上櫃,數位雲端,TW0007738007,2025/10/16,0
7740.TW,熙特爾-創,上市,綠能環保,TW0007740003,2025/06/16,0
7742.TWO,天弘化,興櫃,化學工業,TW0007742009,2024/07/04,1
7743.TWO,金利食安,上櫃,食品工業,TW0007743007,2025/05/20,0
7744.TWO,崴寶,上櫃,電子零組件業,TW0007744005,2025/11/27,0
7745.TWO,紅陽,興櫃,數位雲端,TW0007745002,2026/01/05,1
7747.TWO,昕奇雲端,上櫃,數位雲端,TW0007747008,2025/07/11,0
7748.TWO,鑫囍創業,興櫃,其他業,TW0007748006,2024/12/05,1
7749.TW,意騰-KY,上市,半導體業,KYG4R4EN1020,2025/06/13,0
7750.TW,新代,上市,電機機械,TW0007750002,2025/09/17,0
7751.TWO,竑騰,上櫃,半導體業,TW0007751000,2025/08/26,0
7752.TWO,世紀樺欣,興櫃,綠能環保,TW0007752008,2024/06/19,1
7753.TWO,星亞,上櫃,光電業,TW0007753006,2025/08/11,0
7754.TWO,安基生技,興櫃,生技醫療業,TW0007754004,2024/06/25,1
7756.TWO,多那之,興櫃,觀光餐旅,TW0007756009,2024/08/01,1
7757.TWO,金色三麥,上櫃,觀光餐旅,TW0007757007,2025/10/20,0
7758.TWO,睿騰能源,興櫃,電子零組件業,TW0007758005,2025/05/08,1
7759.TWO,視航生醫,興櫃,生技醫療業,TW0007759003,2025/03/10,1
7760.TW,享溫馨,上市,觀光餐旅,TW0007760001,2026/04/28,0
7761.TWO,三大未來,興櫃,綠能環保,TW0007761009,2024/08/16,1
7762.TWO,吉晟生,興櫃,生技醫療業,TW0007762007,2024/07/25,1
7763.TWO,崇舜,興櫃,化學工業,TW0007763005,2024/09/26,1
7764.TWO,聖州,興櫃,其他業,TW0007764003,2024/08/28,1
7765.TW,中華資安,上市,數位雲端,TW0007765000,2025/09/08,0
7767.TWO,仁大資訊,上櫃,資訊服務業,TW0007767006,2025/12/10,0
7768.TW,頌勝科技,上市,半導體業,TW0007768004,2026/05/07,0
7769.TW,鴻勁,上市,半導體業,TW0007769002,2025/11/27,0
7770.TWO,君曜,上櫃,半導體業,TW0007770000,2025/12/10,0
7771.TWO,綠基,興櫃,光電業,TW0007771008,2026/03/27,1
7772.TWO,耀穎,上櫃,半導體業,TW0007772006,2026/05/08,0
7773.TWO,富禾生醫,興櫃,生技醫療業,TW0007773004,2024/09/26,1
7776.TWO,奧孟亞,興櫃,生技醫療業,TW0007776007,2024/10/25,1
7777.TWO,能率亞洲,上櫃,其他業,TW0007777005,2025/12/22,0
7779.TWO,鍇睿國際,興櫃,運動休閒,TW0007779001,2024/10/03,1
7780.TW,大研生醫*,上市,食品工業,TW0007780009,2026/01/19,0
7781.TWO,昕力資*,興櫃,數位雲端,TW0007781007,2024/10/23,1
7782.TWO,光速火箭,上櫃,居家生活,TW0007782005,2025/10/28,0
7783.TWO,佳運,興櫃,綠能環保,TW0007783003,2024/10/25,1
7784.TWO,安邦生技*,興櫃,生技醫療業,TW0007784001,2026/05/05,1
7785.TWO,北祥科服,興櫃,數位雲端,TW0007785008,2025/06/26,1
7786.TW,東方風能,上市,綠能環保,TW0007786006,2025/11/18,0
7788.TW,松川精密,上市,電子零組件業,TW0007788002,2025/10/16,0
7789.TWO,開展,興櫃,觀光餐旅,TW0007789000,2024/11/20,1
7790.TWO,思必瑞特,興櫃,生技醫療業,TW0007790008,2024/12/27,1
7791.TW,皇家可口,上市,食品工業,TW0007791006,2025/10/28,0
7792.TWO,安葆,上櫃,其他電子業,TW0007792004,2026/01/28,0
7794.TWO,宏碁智新,上櫃,居家生活,TW0007794000,2026/04/20,0
7795.TW,長廣,上市,電子零組件業,TW0007795007,2026/01/16,0
7796.TWO,擷發科,興櫃,半導體業,TW0007796005,2024/12/09,1
7797.TWO,Q BURGER,興櫃,觀光餐旅,TW0007797003,2025/01/06,1
7798.TWO,將捷,興櫃,建材營造業,TW0007798001,2025/10/21,1
7799.TW,禾榮科,上市,生技醫療業,TW0007799009,2025/09/15,0
7801.TWO,華芸科技,興櫃,資訊服務業,TW0007801003,2024/11/25,1
7803.TW,雲象科技-創,上市,生技醫療業,TW0007803009,2026/05/20,0
7805.TWO,威聯通,上櫃,數位雲端,TW0007805004,2025/12/22,0
7806.TWO,精華生醫,興櫃,食品工業,TW0007806002,2024/12/12,1
7808.TWO,訊聯智藥,興櫃,生技醫療業,TW0007808008,2024/12/12,1
7810.TWO,捷創科技,上櫃,半導體業,TW0007810004,2025/12/23,0
7811.TWO,民盛,上櫃,運動休閒,TW0007811002,2026/03/25,0
7812.TWO,稜研科技*,興櫃,通信網路業,TW0007812000,2025/01/15,1
7813.TWO,宇辰系統,興櫃,其他電子業,TW0007813008,2025/01/16,1
7814.TWO,海昌生技,興櫃,生技醫療業,TW0007814006,2025/01/09,1
7815.TWO,新特,興櫃,半導體業,TW0007815003,2025/01/15,1
7816.TWO,來穎,興櫃,電子零組件業,TW0007816001,2025/01/15,1
7818.TW,溢泰實業,上市,綠能環保,TW0007818007,2026/05/18,0
7819.TWO,精誠金融,上櫃,資訊服務業,TW0007819005,2026/05/27,0
7820.TWO,立盈,上櫃,綠能環保,TW0007820003,2026/04/27,0
7821.TW,神數,上市,汽車工業,TW0007821001,2026/04/20,0
7822.TW,倍利科,上市,半導體業,TW0007822009,2026/03/30,0
7823.TW,奧義賽博-KY創,上市,數位雲端,KYG2668C1050,2026/02/05,0
7824.TWO,智寶,興櫃,其他業,TW0007824005,2025/09/18,1
7825.TWO,和亞智慧,興櫃,其他電子業,TW0007825002,2025/04/15,1
7826.TWO,極風雲創,興櫃,數位雲端,TW0007826000,2025/04/15,1
7827.TW,漢康-KY創,上市,生技醫療業,KYG4277B1068,2026/05/29,0
7828.TWO,創新服務,上櫃,半導體業,TW0007828006,2026/04/22,0
7829.TWO,思捷優達-KY,興櫃,生技醫療業,KYG8851R1065,2025/06/03,1
7831.TWO,捷博,興櫃,居家生活,TW0007831000,2025/04/30,1
7832.TWO,智新生技*,興櫃,生技醫療業,TW0007832008,2025/05/08,1
7833.TWO,綠岩能源,興櫃,綠能環保,TW0007833006,2025/05/22,1
7834.TWO,來毅數位,興櫃,資訊服務業,TW0007834004,2025/05/13,1
7836.TWO,智生活,興櫃,其他業,TW0007836009,2025/07/30,1
7837.TWO,啟新生,興櫃,生技醫療業,TW0007837007,2025/05/28,1
7839.TWO,達人網,興櫃,數位雲端,TW0007839003,2025/05/23,1
7840.TWO,祥圃,興櫃,農業科技業,TW0007840001,2025/06/18,1
7841.TWO,經貿聯網,興櫃,資訊服務業,TW0007841009,2025/06/11,1
7842.TWO,天能綠電,上櫃,綠能環保,TW0007842007,2026/05/11,0
7843.TWO,英柏得,興櫃,半導體業,TW0007843005,2025/07/17,1
7846.TWO,德揚,興櫃,綠能環保,TW0007846008,2025/06/26,1
7847.TWO,豊漁,興櫃,觀光餐旅,TW0007847006,2025/06/26,1
7848.TWO,騏億鑫,興櫃,其他電子業,TW0007848004,2025/07/29,1
7849.TWO,旭誼,興櫃,其他電子業,TW0007849002,2025/08/01,1
7850.TWO,寶泰生醫,興櫃,生技醫療業,TW0007850000,2025/08/04,1
7851.TWO,慧康生技*-KY,興櫃,生技醫療業,KYG4711S1030,2025/11/19,1
7853.TWO,政美應用,興櫃,半導體業,TW0007853004,2025/09/30,1
7854.TWO,佐茂,興櫃,電腦及週邊設備業,TW0007854002,2025/10/30,1
7855.TWO,和運租車,興櫃,其他業,TW0007855009,2025/09/26,1
7856.TWO,漢測,興櫃,半導體業,TW0007856007,2025/09/17,1
7857.TWO,合水先進,興櫃,綠能環保,TW0007857005,2025/08/28,1
7858.TWO,芝普,興櫃,化學工業,TW0007858003,2025/09/26,1
7860.TWO,得生製藥,興櫃,生技醫療業,TW0007860009,2025/09/09,1
7861.TWO,貝爾威勒,興櫃,電子零組件業,TW0007861007,2025/11/12,1
7862.TWO,聚泰,興櫃,紡織纖維,TW0007862005,2025/10/22,1
7863.TWO,中科物流,興櫃,航運業,TW0007863003,2025/09/30,1
7865.TWO,金聯成,興櫃,綠能環保,TW0007865008,2025/10/02,1
7866.TWO,丹立,興櫃,半導體業,TW0007866006,2025/10/16,1
7867.TWO,特力屋,興櫃,居家生活,TW0007867004,2025/10/16,1
7868.TWO,聖育,興櫃,資訊服務業,TW0007868002,2025/10/21,1
7869.TWO,宏于電機,興櫃,電機機械,TW0007869000,2025/12/22,1
7870.TWO,聯剛科技,興櫃,其他電子業,TW0007870008,2025/11/21,1
7871.TWO,安立璽榮-KY,興櫃,生技醫療業,KYG3106D1016,2026/01/13,1
7872.TWO,登豐,興櫃,半導體業,TW0007872004,2025/12/22,1
7873.TWO,瑞峰,興櫃,半導體業,TW0007873002,2026/05/29,1
7875.TWO,安圖斯,興櫃,電腦及週邊設備業,TW0007875007,2025/11/21,1
7876.TWO,鼎晉生技,興櫃,生技醫療業,TW0007876005,2025/11/24,1
7877.TWO,海利普,興櫃,綠能環保,TW0007877003,2025/11/27,1
7878.TWO,藥祇,興櫃,生技醫療業,TW0007878001,2025/11/27,1
7879.TWO,益材科技,興櫃,電機機械,TW0007879009,2026/01/23,1
7880.TWO,聖凰,興櫃,半導體業,TW0007880007,2025/11/26,1
7881.TWO,科明,興櫃,生技醫療業,TW0007881005,2025/11/26,1
7882.TWO,倍利創投,興櫃,其他業,TW0007882003,2025/12/09,1
7883.TWO,饗賓,興櫃,觀光餐旅,TW0007883001,2026/01/23,1
7885.TWO,宏羚,興櫃,其他電子業,TW0007885006,2026/01/16,1
7886.TWO,科建,興櫃,半導體業,TW0007886004,2026/01/19,1
7887.TWO,宇川精材,興櫃,半導體業,TW0007887002,2026/01/13,1
7888.TWO,麗寶新藥,興櫃,生技醫療業,TW0007888000,2025/12/23,1
7889.TWO,騰勢,興櫃,食品工業,TW0007889008,2026/01/13,1
7890.TWO,明曜科技,興櫃,綠能環保,TW0007890006,2026/01/20,1
7891.TWO,博研醫藥,興櫃,生技醫療業,TW0007891004,2026/01/14,1
7892.TWO,元鈦科,興櫃,電腦及週邊設備業,TW0007892002,2026/01/16,1
7893.TWO,睿信,興櫃,電子零組件業,TW0007893000,2026/01/15,1
7895.TWO,元進莊,興櫃,農業科技業,TW0007895005,2026/01/22,1
7896.TWO,喬越,興櫃,電子零組件業,TW0007896003,2026/01/16,1
7897.TWO,禾迅綠電,興櫃,綠能環保,TW0007897001,2026/01/27,1
7898.TWO,乾瞻,興櫃,半導體業,TW0007898009,2026/05/27,1
7899.TWO,景美,興櫃,半導體業,TW0007899007,2026/02/25,1
7901.TWO,大大寬頻,興櫃,通信網路業,TW0007901001,2026/01/21,1
7902.TWO,宇越生醫*,興櫃,生技醫療業,TW0007902009,2026/01/22,1
7904.TWO,任開數位,興櫃,數位雲端,TW0007904005,2026/01/23,1
7907.TWO,錸恩帕斯,興櫃,其他電子業,TW0007907008,2026/04/22,1
7909.TWO,鈺祥,興櫃,半導體業,TW0007909004,2026/03/25,1
7911.TWO,阿波羅電力,興櫃,綠能環保,TW0007911000,2026/04/28,1
7912.TWO,新聿科,興櫃,電子零組件業,TW0007912008,2026/04/22,1
7913.TWO,通寶半導體,興櫃,半導體業,TW0007913006,2026/05/15,1
7915.TWO,廌家,興櫃,通信網路業,TW0007915001,2026/04/28,1
7918.TWO,創鉅材料,興櫃,半導體業,TW0007918005,2026/05/11,1
7919.TWO,禾蒼,興櫃,光電業,TW0007919003,2026/05/14,1
7920.TWO,瀚陽*,興櫃,生技醫療業,TW0007920001,2026/05/20,1
7921.TWO,台普威,興櫃,綠能環保,TW0007921009,2026/05/27,1
7922.TWO,源點*,興櫃,綠能環保,TW0007922007,2026/05/22,1
8011.TW,台通,上市,通信網路業,TW0008011008,2011/09/19,0
8016.TW,矽創,上市,半導體業,TW0008016007,2003/12/25,0
8021.TW,尖點,上市,其他電子業,TW0008021007,2008/01/21,0
8024.TWO,佑華,上櫃,半導體業,TW0008024001,2006/09/25,0
8027.TWO,鈦昇,上櫃,電機機械,TW0008027004,2015/06/09,0
8028.TW,昇陽半導體,上市,半導體業,TW0008028002,2018/07/10,0
8032.TWO,光菱,上櫃,電子通路業,TW0008032004,2003/10/02,0
8033.TW,雷虎,上市,其他業,TW0008033002,2007/06/21,0
8034.TWO,榮群,上櫃,通信網路業,TW0008034000,2004/05/06,0
8038.TWO,長園科,上櫃,電子零組件業,TW0008038001,2013/11/21,0
8039.TW,台虹,上市,電子零組件業,TW0008039009,2009/12/17,0
8040.TWO,九暘,上櫃,半導體業,TW0008040007,2007/04/30,0
8042.TWO,金山電,上櫃,電子零組件業,TW0008042003,2004/03/22,0
8043.TWO,蜜望實,上櫃,電子零組件業,TW0008043001,2003/10/24,0
8044.TWO,網家,上櫃,數位雲端,TW0008044009,2005/01/24,0
8045.TW,達運光電,上市,通信網路業,TW0008045006,2024/12/11,0
8046.TW,南電,上市,電子零組件業,TW0008046004,2006/04/07,0
8047.TWO,星雲,上櫃,其他電子業,TW0008047002,2004/02/09,0
8048.TWO,德勝,上櫃,通信網路業,TW0008048000,2009/09/08,0
8049.TWO,晶采,上櫃,光電業,TW0008049008,2004/02/02,0
8050.TWO,廣積,上櫃,電腦及週邊設備業,TW0008050006,2003/10/24,0
8054.TWO,安國,上櫃,半導體業,TW0008054008,2004/11/08,0
8058.TWO,耐特,興櫃,其他電子業,TW0008058009,2025/07/15,1
8059.TWO,凱碩,上櫃,通信網路業,TW0008059007,2010/03/16,0
8064.TWO,東捷,上櫃,光電業,TW0008064007,2006/09/25,0
8066.TWO,來思達,上櫃,居家生活,TW0008066002,2004/12/24,0
8067.TWO,志旭,上櫃,電子通路業,TW0008067000,2004/04/23,0
8068.TWO,全達,上櫃,電子通路業,TW0008068008,2004/03/25,0
8069.TWO,元太,上櫃,光電業,TW0008069006,2004/03/30,0
8070.TW,長華*,上市,電子通路業,TW0008070004,2007/12/31,0
8071.TWO,能率網通,上櫃,電子零組件業,TW0008071002,2003/12/29,0
8072.TW,陞泰,上市,電子通路業,TW0008072000,2005/08/19,0
8074.TWO,鉅橡,上櫃,電子零組件業,TW0008074006,2004/01/27,0
8076.TWO,伍豐,上櫃,電腦及週邊設備業,TW0008076001,2003/12/15,0
8077.TWO,洛碁,上櫃,觀光餐旅,TW0008077009,2004/12/06,0
8080.TWO,泰霖,上櫃,建材營造業,TW0008080003,2021/04/07,0
8081.TW,致新,上市,半導體業,TW0008081001,2008/12/30,0
8083.TWO,瑞穎,上櫃,電機機械,TW0008083007,2004/09/23,0
8084.TWO,巨虹,上櫃,電子通路業,TW0008084005,2004/03/08,0
8085.TWO,福華,上櫃,其他電子業,TW0008085002,2004/03/01,0
8086.TWO,宏捷科,上櫃,半導體業,TW0008086000,2009/06/01,0
